,,,,
#FFFAFA,Snow,,,
#F8F8FF,GhostWhite,,,
#F5F5F5,WhiteSmoke,,,
#DCDCDC,Gainsboro,,,
#FFFAF0,FloralWhite,,,
#FDF5E6,OldLace,,,
#FAF0E6,Linen,,,
#FAEBD7,AntiqueWhite,,,
#FFEFD5,PapayaWhip,,,
#FFEBCD,BlanchedAlmond,,,
#FFE4C4,Bisque,,,
#FFDAB9,PeachPuff,,,
#FFDEAD,NavajoWhite,,,
#FFE4B5,Moccasin,,,
#FFF8DC,Cornsilk,,,
#FFFFF0,Ivory,,,
#FFFACD,LemonChiffon,,,
#FFF5EE,Seashell,,,
#F0FFF0,Honeydew,,,
#F5FFFA,MintCream,,,
#F0FFFF,Azure,,,
#F0F8FF,AliceBlue,,,
#E6E6FA,lavender,,,
#FFF0F5,LavenderBlush,,,
#FFE4E1,MistyRose,,,
#FFFFFF,White,,,
#000000,Black,,,
#2F4F4F,DarkSlateGray,,,
#696969,DimGrey,,,
#708090,SlateGrey,,,
#778899,LightSlateGray,,,
#BEBEBE,Grey,,,
#D3D3D3,LightGray,,,
#191970,MidnightBlue,,,
#000080,NavyBlue,,,
#6495ED,CornflowerBlue,,,
#483D8B,DarkSlateBlue,,,
#6A5ACD,SlateBlue,,,
#7B68EE,MediumSlateBlue,,,
#8470FF,LightSlateBlue,,,
#0000CD,MediumBlue,,,
#4169E1,RoyalBlue,,,
#0000FF,Blue,,,
#1E90FF,DodgerBlue,,,
#00BFFF,DeepSkyBlue,,,
#87CEEB,SkyBlue,,,
#87CEFA,LightSkyBlue,,,
#4682B4,SteelBlue,,,
#B0C4DE,LightSteelBlue,,,
#ADD8E6,LightBlue,,,
#B0E0E6,PowderBlue,,,
#AFEEEE,PaleTurquoise,,,
#00CED1,DarkTurquoise,,,
#48D1CC,MediumTurquoise,,,
#40E0D0,Turquoise,,,
#00FFFF,Cyan,,,
#E0FFFF,LightCyan,,,
#5F9EA0,CadetBlue,,,
#66CDAA,MediumAquamarine,,,
#7FFFD4,Aquamarine,,,
#006400,DarkGreen,,,
#556B2F,DarkOliveGreen,,,
#8FBC8F,DarkSeaGreen,,,
#2E8B57,SeaGreen,,,
#3CB371,MediumSeaGreen,,,
#20B2AA,LightSeaGreen,,,
#98FB98,PaleGreen,,,
#00FF7F,SpringGreen,,,
#7CFC00,LawnGreen,,,
#00FF00,Green,,,
#7FFF00,Chartreuse,,,
#00FA9A,MedSpringGreen,,,
#ADFF2F,GreenYellow,,,
#32CD32,LimeGreen,,,
#9ACD32,YellowGreen,,,
#228B22,ForestGreen,,,
#6B8E23,OliveDrab,,,
#BDB76B,DarkKhaki,,,
#EEE8AA,PaleGoldenrod,,,
#FAFAD2,LtGoldenrodYello,,,
#FFFFE0,LightYellow,,,
#FFFF00,Yellow,,,
#FFD700,Gold,,,
#EEDD82,LightGoldenrod,,,
#DAA520,goldenrod,,,
#B8860B,DarkGoldenrod,,,
#BC8F8F,RosyBrown,,,
#CD5C5C,IndianRed,,,
#8B4513,SaddleBrown,,,
#A0522D,Sienna,,,
#CD853F,Peru,,,
#DEB887,Burlywood,,,
#F5F5DC,Beige,,,
#F5DEB3,Wheat,,,
#F4A460,SandyBrown,,,
#D2B48C,Tan,,,
#D2691E,Chocolate,,,
#B22222,Firebrick,,,
#A52A2A,Brown,,,
#E9967A,DarkSalmon,,,
#FA8072,Salmon,,,
#FFA07A,LightSalmon,,,
#FFA500,Orange,,,
#FF8C00,DarkOrange,,,
#FF7F50,Coral,,,
#F08080,LightCoral,,,
#FF6347,Tomato,,,
#FF4500,OrangeRed,,,
#FF0000,Red,,,
#FF69B4,HotPink,,,
#FF1493,DeepPink,,,
#FFC0CB,Pink,,,
#FFB6C1,LightPink,,,
#DB7093,PaleVioletRed,,,
#B03060,Maroon,,,
#C71585,MediumVioletRed,,,
#D02090,VioletRed,,,
#FF00FF,Magenta,,,
#EE82EE,Violet,,,
#DDA0DD,Plum,,,
#DA70D6,Orchid,,,
#BA55D3,MediumOrchid,,,
#9932CC,DarkOrchid,,,
#9400D3,DarkViolet,,,
#8A2BE2,BlueViolet,,,
#A020F0,Purple,,,
#9370DB,MediumPurple,,,
#D8BFD8,Thistle,,,
#FFFAFA,Snow1,,,
#EEE9E9,Snow2,,,
#CDC9C9,Snow3,,,
#8B8989,Snow4,,,
#FFF5EE,Seashell1,,,
#EEE5DE,Seashell2,,,
#CDC5BF,Seashell3,,,
#8B8682,Seashell4,,,
#FFEFDB,AntiqueWhite1,,,
#EEDFCC,AntiqueWhite2,,,
#CDC0B0,AntiqueWhite3,,,
#8B8378,AntiqueWhite4,,,
#FFE4C4,Bisque1,,,
#EED5B7,Bisque2,,,
#CDB79E,Bisque3,,,
#8B7D6B,Bisque4,,,
#FFDAB9,PeachPuff1,,,
#EECBAD,PeachPuff2,,,
#CDAF95,PeachPuff3,,,
#8B7765,PeachPuff4,,,
#FFDEAD,NavajoWhite1,,,
#EECFA1,NavajoWhite2,,,
#CDB38B,NavajoWhite3,,,
#8B795E,NavajoWhite4,,,
#FFFACD,LemonChiffon1,,,
#EEE9BF,LemonChiffon2,,,
#CDC9A5,LemonChiffon3,,,
#8B8970,LemonChiffon4,,,
#FFF8DC,Cornsilk1,,,
#EEE8CD,Cornsilk2,,,
#CDC8B1,Cornsilk3,,,
#8B8878,Cornsilk4,,,
#FFFFF0,Ivory1,,,
#EEEEE0,Ivory2,,,
#CDCDC1,Ivory3,,,
#8B8B83,Ivory4,,,
#F0FFF0,Honeydew1,,,
#E0EEE0,Honeydew2,,,
#C1CDC1,Honeydew3,,,
#838B83,Honeydew4,,,
#FFF0F5,LavenderBlush1,,,
#EEE0E5,LavenderBlush2,,,
#CDC1C5,LavenderBlush3,,,
#8B8386,LavenderBlush4,,,
#FFE4E1,MistyRose1,,,
#EED5D2,MistyRose2,,,
#CDB7B5,MistyRose3,,,
#8B7D7B,MistyRose4,,,
#F0FFFF,Azure1,,,
#E0EEEE,Azure2,,,
#C1CDCD,Azure3,,,
#838B8B,Azure4,,,
#836FFF,SlateBlue1,,,
#7A67EE,SlateBlue2,,,
#6959CD,SlateBlue3,,,
#473C8B,SlateBlue4,,,
#4876FF,RoyalBlue1,,,
#436EEE,RoyalBlue2,,,
#3A5FCD,RoyalBlue3,,,
#27408B,RoyalBlue4,,,
#0000FF,Blue1,,,
#0000EE,Blue2,,,
#0000CD,Blue3,,,
#00008B,Blue4,,,
#1E90FF,DodgerBlue1,,,
#1C86EE,DodgerBlue2,,,
#1874CD,DodgerBlue3,,,
#104E8B,DodgerBlue4,,,
#63B8FF,SteelBlue1,,,
#5CACEE,SteelBlue2,,,
#4F94CD,SteelBlue3,,,
#36648B,SteelBlue4,,,
#00BFFF,DeepSkyBlue1,,,
#00B2EE,DeepSkyBlue2,,,
#009ACD,DeepSkyBlue3,,,
#00688B,DeepSkyBlue4,,,
#87CEFF,SkyBlue1,,,
#7EC0EE,SkyBlue2,,,
#6CA6CD,SkyBlue3,,,
#4A708B,SkyBlue4,,,
#B0E2FF,LightSkyBlue1,,,
#A4D3EE,LightSkyBlue2,,,
#8DB6CD,LightSkyBlue3,,,
#607B8B,LightSkyBlue4,,,
#C6E2FF,SlateGray1,,,
#B9D3EE,SlateGray2,,,
#9FB6CD,SlateGray3,,,
#6C7B8B,SlateGray4,,,
#CAE1FF,LightSteelBlue1,,,
#BCD2EE,LightSteelBlue2,,,
#A2B5CD,LightSteelBlue3,,,
#6E7B8B,LightSteelBlue4,,,
#BFEFFF,LightBlue1,,,
#B2DFEE,LightBlue2,,,
#9AC0CD,LightBlue3,,,
#68838B,LightBlue4,,,
#E0FFFF,LightCyan1,,,
#D1EEEE,LightCyan2,,,
#B4CDCD,LightCyan3,,,
#7A8B8B,LightCyan4,,,
#BBFFFF,PaleTurquoise1,,,
#AEEEEE,PaleTurquoise2,,,
#96CDCD,PaleTurquoise3,,,
#668B8B,PaleTurquoise4,,,
#98F5FF,CadetBlue1,,,
#8EE5EE,CadetBlue2,,,
#7AC5CD,CadetBlue3,,,
#53868B,CadetBlue4,,,
#00F5FF,Turquoise1,,,
#00E5EE,Turquoise2,,,
#00C5CD,Turquoise3,,,
#00868B,Turquoise4,,,
#00FFFF,Cyan1,,,
#00EEEE,Cyan2,,,
#00CDCD,Cyan3,,,
#008B8B,Cyan4,,,
#97FFFF,DarkSlateGray1,,,
#8DEEEE,DarkSlateGray2,,,
#79CDCD,DarkSlateGray3,,,
#528B8B,DarkSlateGray4,,,
#7FFFD4,Aquamarine1,,,
#76EEC6,Aquamarine2,,,
#66CDAA,Aquamarine3,,,
#458B74,Aquamarine4,,,
#C1FFC1,DarkSeaGreen1,,,
#B4EEB4,DarkSeaGreen2,,,
#9BCD9B,DarkSeaGreen3,,,
#698B69,DarkSeaGreen4,,,
#54FF9F,SeaGreen1,,,
#4EEE94,SeaGreen2,,,
#43CD80,SeaGreen3,,,
#2E8B57,SeaGreen4,,,
#9AFF9A,PaleGreen1,,,
#90EE90,PaleGreen2,,,
#7CCD7C,PaleGreen3,,,
#548B54,PaleGreen4,,,
#00FF7F,SpringGreen1,,,
#00EE76,SpringGreen2,,,
#00CD66,SpringGreen3,,,
#008B45,SpringGreen4,,,
#00FF00,Green1,,,
#00EE00,Green2,,,
#00CD00,Green3,,,
#008B00,Green4,,,
#7FFF00,Chartreuse1,,,
#76EE00,Chartreuse2,,,
#66CD00,Chartreuse3,,,
#458B00,Chartreuse4,,,
#C0FF3E,OliveDrab1,,,
#B3EE3A,OliveDrab2,,,
#9ACD32,OliveDrab3,,,
#698B22,OliveDrab4,,,
#CAFF70,DarkOliveGreen1,,,
#BCEE68,DarkOliveGreen2,,,
#A2CD5A,DarkOliveGreen3,,,
#6E8B3D,DarkOliveGreen4,,,
#FFF68F,Khaki1,,,
#EEE685,Khaki2,,,
#CDC673,Khaki3,,,
#8B864E,Khaki4,,,
#FFEC8B,LightGoldenrod1,,,
#EEDC82,LightGoldenrod2,,,
#CDBE70,LightGoldenrod3,,,
#8B814C,LightGoldenrod4,,,
#FFFFE0,LightYellow1,,,
#EEEED1,LightYellow2,,,
#CDCDB4,LightYellow3,,,
#8B8B7A,LightYellow4,,,
#FFFF00,Yellow1,,,
#EEEE00,Yellow2,,,
#CDCD00,Yellow3,,,
#8B8B00,Yellow4,,,
#FFD700,Gold1,,,
#EEC900,Gold2,,,
#CDAD00,Gold3,,,
#8B7500,Gold4,,,
#FFC125,Goldenrod1,,,
#EEB422,Goldenrod2,,,
#CD9B1D,Goldenrod3,,,
#8B6914,Goldenrod4,,,
#FFB90F,DarkGoldenrod1,,,
#EEAD0E,DarkGoldenrod2,,,
#CD950C,DarkGoldenrod3,,,
#8B658B,DarkGoldenrod4,,,
#FFC1C1,RosyBrown1,,,
#EEB4B4,RosyBrown2,,,
#CD9B9B,RosyBrown3,,,
#8B6969,RosyBrown4,,,
#FF6A6A,IndianRed1,,,
#EE6363,IndianRed2,,,
#CD5555,IndianRed3,,,
#8B3A3A,IndianRed4,,,
#FF8247,Sienna1,,,
#EE7942,Sienna2,,,
#CD6839,Sienna3,,,
#8B4726,Sienna4,,,
#FFD39B,Burlywood1,,,
#EEC591,Burlywood2,,,
#CDAA7D,Burlywood3,,,
#8B7355,Burlywood4,,,
#FFE7BA,Wheat1,,,
#EED8AE,Wheat2,,,
#CDBA96,Wheat3,,,
#8B7E66,Wheat4,,,
#FFA54F,Tan1,,,
#EE9A49,Tan2,,,
#CD853F,Tan3,,,
#8B5A2B,Tan4,,,
#FF7F24,Chocolate1,,,
#EE7621,Chocolate2,,,
#CD661D,Chocolate3,,,
#8B4513,Chocolate4,,,
#FF3030,Firebrick1,,,
#EE2C2C,Firebrick2,,,
#CD2626,Firebrick3,,,
#8B1A1A,Firebrick4,,,
#FF4040,Brown1,,,
#EE3B3B,Brown2,,,
#CD3333,Brown3,,,
#8B2323,Brown4,,,
#FF8C69,Salmon1,,,
#EE8262,Salmon2,,,
#CD7054,Salmon3,,,
#8B4C39,Salmon4,,,
#FFA07A,LightSalmon1,,,
#EE9572,LightSalmon2,,,
#CD8162,LightSalmon3,,,
#8B5742,LightSalmon4,,,
#FFA500,Orange1,,,
#EE9A00,Orange2,,,
#CD8500,Orange3,,,
#8B5A00,Orange4,,,
#FF7F00,DarkOrange1,,,
#EE7600,DarkOrange2,,,
#CD6600,DarkOrange3,,,
#8B4500,DarkOrange4,,,
#FF7256,Coral1,,,
#EE6A50,Coral2,,,
#CD5B45,Coral3,,,
#8B3E2F,Coral4,,,
#FF6347,Tomato1,,,
#EE5C42,Tomato2,,,
#CD4F39,Tomato3,,,
#8B3626,Tomato4,,,
#FF4500,OrangeRed1,,,
#EE4000,OrangeRed2,,,
#CD3700,OrangeRed3,,,
#8B2500,OrangeRed4,,,
#FF0000,Red1,,,
#EE0000,Red2,,,
#CD0000,Red3,,,
#8B0000,Red4,,,
#FF1493,DeepPink1,,,
#EE1289,DeepPink2,,,
#CD1076,DeepPink3,,,
#8B0A50,DeepPink4,,,
#FF6EB4,HotPink1,,,
#EE6AA7,HotPink2,,,
#CD6090,HotPink3,,,
#8B3A62,HotPink4,,,
#FFB5C5,Pink1,,,
#EEA9B8,Pink2,,,
#CD919E,Pink3,,,
#8B636C,Pink4,,,
#FFAEB9,LightPink1,,,
#EEA2AD,LightPink2,,,
#CD8C95,LightPink3,,,
#8B5F65,LightPink4,,,
#FF82AB,PaleVioletRed1,,,
#EE799F,PaleVioletRed2,,,
#CD6889,PaleVioletRed3,,,
#8B475D,PaleVioletRed4,,,
#FF34B3,Maroon1,,,
#EE30A7,Maroon2,,,
#CD2990,Maroon3,,,
#8B1C62,Maroon4,,,
#FF3E96,VioletRed1,,,
#EE3A8C,VioletRed2,,,
#CD3278,VioletRed3,,,
#8B2252,VioletRed4,,,
#FF00FF,Magenta1,,,
#EE00EE,Magenta2,,,
#CD00CD,Magenta3,,,
#8B008B,Magenta4,,,
#FF83FA,Orchid1,,,
#EE7AE9,Orchid2,,,
#CD69C9,Orchid3,,,
#8B4789,Orchid4,,,
#FFBBFF,Plum1,,,
#EEAEEE,Plum2,,,
#CD96CD,Plum3,,,
#8B668B,Plum4,,,
#E066FF,MediumOrchid1,,,
#D15FEE,MediumOrchid2,,,
#B452CD,MediumOrchid3,,,
#7A378B,MediumOrchid4,,,
#BF3EFF,DarkOrchid1,,,
#B23AEE,DarkOrchid2,,,
#9A32CD,DarkOrchid3,,,
#68228B,DarkOrchid4,,,
#9B30FF,Purple1,,,
#912CEE,Purple2,,,
#7D26CD,Purple3,,,
#551A8B,Purple4,,,
#AB82FF,MediumPurple1,,,
#9F79EE,MediumPurple2,,,
#8968CD,MediumPurple3,,,
#5D478B,MediumPurple4,,,
#FFE1FF,Thistle1,,,
#EED2EE,Thistle2,,,
#CDB5CD,Thistle3,,,
#8B7B8B,Thistle4,,,
#1C1C1C,grey11,,,
#363636,grey21,,,
#4F4F4F,grey31,,,
#696969,grey41,,,
#828282,grey51,,,
#9C9C9C,grey61,,,
#B5B5B5,grey71,,,
#CFCFCF,gray81,,,
#E8E8E8,gray91,,,
#A9A9A9,DarkGrey,,,
#00008B,DarkBlue,,,
#008B8B,DarkCyan,,,
#8B008B,DarkMagenta,,,
#8B0000,DarkRed,,,
#FFFFFF,white,,,
#90EE90,LightGreen,,,
